id,name,che_number,region_town,region_canton,regionId,recipientIds,grantIds,scope1Ids,scope2Ids,innochainIds,educhainIds,coords,website
156,Velux Stiftung,CHE-101.877.236,Zürich,Zürich,5,"1,2,3,4","2,5","1,2","1,2","1,2,3,4,5,6",8,"47.3702563,8.5460822",http://www.veluxstiftung.ch/home/index.php
157,Cartago Foundation,CHE-315.094.023,Luzern,Luzern,6,"1,2,3","1,4","1,2",2,"1,2",8,"47.0529545,8.3057740",
158,Stiftung SwissEngineering STV,CHE-104.092.987,Zürich,Zürich,4,"1,4",2,1,"1,2","2,3,4,5,6",,"47.3802172,8.5438286",http://www.swissengineering.ch/index.php?option=com_content&view=article&id=218&Itemid=305&lang=de
159,TISCA/TIARA-Stiftung,CHE-112.004.695,Bühler,Appenzell Ausserrhoden,3,"1,2,3","2,4","1,2","1,2","1,2","4,5,6","47.3738940,9.4208694",
160,Stiftung dropforlife,CHE-116.337.368,Zürich,Zürich,5,3,2,1,2,,,"47.3582018,8.5548084",https://dropforlife.org/stiftung/
161,Stiftung Freiheit und Verantwortung,CHE-112.887.807,Kriens,Luzern,4,"1,2,3","2,5",2,1,,8,"47.0354069,8.2882523",http://www.fuv.ch/
162,"Stiftung für Innovation, Entwicklung und Forschung Graubünden",CHE-114.012.398,Chur,Graubünden,3,"1,3,4","1,2",1,"1,2","1,2,3,4,5,6",,"46.8512493,9.5338018",http://www.gr.ch/DE/institutionen/verwaltung/dvs/awt/innovation/ueberuns/Seiten/default.aspx
163,Fondation Latsis Internationale,CHE-104.162.748,Genève,Genève,4,1,5,"1,2","1,2","1,2,3,4,5,6",5,"46.1922793,6.1652007",http://www.fondationlatsis.org/
164,Stiftung The Spirit of Bern,CHE-338.706.788,Muri b. Bern,Bern,4,"2,3,4","1,2",2,2,,8,"46.9315901,7.4851965",https://www.spiritofbern.ch/de/about-us/stiftung
165,STIFTUNG FUTUR,CHE-100.800.604,Rapperswil,St. Gallen,2,"1,2,4","1,2,4,5",1,"1,2","2,3,4,5,6",,"47.2278251,8.8178887",http://www.futur.ch/
166,UBS Foundation of Economics in Society,CHE-338.461.836,Zürich,Zürich,1,"1,2,3,4","1,3","1,2",2,"1,2","5,6,7","47.3729108,8.5500140",http://www.ubscenter.uzh.ch/index.php/en/about
167,Stiftung Kalaidos Fachhochschule,CHE-110.011.023,Zürich,Zürich,1,2,1,"1,2",2,"2,3,4,5,6","6,7","47.4154771,8.5434841",https://www.kalaidos-fh.ch/de-CH
168,Stiftung Marie-Lou Ringgenberg,CHE-109.597.131,Bern,Bern,1,"1,2,3,4","2,4","1,2","1,2","1,2","2,3,4,5,6","46.9572974,7.4553171",
169,Alice Wartemann-Stiftung,CHE-110.558.853,Dettighofen bei Oberhofen,Thurgau,3,"1,2,3,4",2,1,2,2,,"47.6254792,9.2024187",
170,Thalmann-Stiftung,CHE-110.401.275,Olten,Solothurn,2,"1,2,3,4",2,"1,2","1,2","1,2",8,"47.3509992,7.9030365",
171,Werner Siemens-Stiftung,CHE-110.339.127,Zug,Zug,5,2,2,"1,2","1,2","2,3,4,5,6",8,"47.1767494,8.5186695",http://www.wernersiemens-stiftung.ch/home/
172,Karl Kahane Stiftung,CHE-110.378.819,Celerina/Schlarigna,Graubünden,5,3,2,"1,2",2,"1,2,3,4,5,6",8,"46.5142899,9.8606201",http://www.kahanefoundation.org/
173,Keller-Rain-Stiftung,CHE-363.587.512,Aarau,Aargau,5,1,4,2,"1,2",,"4,5,6","47.3851318,8.0444008",
174,Stiftung Schwendi-Obertoggenburg,CHE-113.359.422,Zürich,Zürich,2,"1,2,3,4",2,2,2,,"4,5,6","47.3534315,8.5980542",
175,FAMILY BUSINESS INTERNATIONAL FOUNDATION (FAMILY BUSINESS INTERNATIONAL FONDATION),CHE-349.824.535,Lausanne,Vaud,5,"1,2,3,4",2,"1,2",2,1,8,"46.5102186,6.6207417",http://www.fbn-i.org/
176,FORUM DAVOS,CHE-109.556.497,Davos Platz,Graubünden,5,3,"1,2","1,2","1,2",1,8,"46.7975594,9.8220772",https://www.weforum.org/
177,Stiftung zukunft-fertig-los,CHE-115.106.168,Meggen,Luzern,6,4,1,1,"1,2","1,2,3,4,5,6",,"47.0443609,8.3650842",
178,Sports for Water Foundation,CHE-115.921.961,Egg bei Zürich,Zürich,5,"1,2,3,4",2,2,2,,"2,3,4,5,6","47.2970890,8.6955261",
179,J&K Wonderland Stiftung,CHE-186.621.484,Zug,Zug,5,"1,2,3","1,2,3,4","1,2","1,2","1,2","1,2,3,4,5,6,7,8","47.1659859,8.5210976",
180,Hekla Stiftung,CHE-113.070.654,Zürich,Zürich,5,"1,2,3","1,2,4","1,2","1,2","1,2","1,2,3,4,5,6,7","47.3741677,8.5352094",
181,Bâloise-Jubiläumsstiftung,CHE-110.572.600,Basel,Basel-Stadt,6,"1,2,3,4","2,4",1,2,"2,3",,"47.5493741,7.5936658",
182,Temperatio-Stiftung,CHE-111.969.437,Kilchberg,Zürich,2,"1,2,3,4",2,2,2,,8,"47.3301039,8.5433138",http://www.temperatio.ch/
183,Schweizerische Umweltstiftung,CHE-109.684.008,Luzern,Luzern,4,"1,2,3,4",5,"1,2",2,"1,2,3,4,5,6",8,"47.0547826,8.3112282",https://www.umwelt-stiftung.ch/home/
184,Stefanie und Wolfgang Baumann Stiftung,CHE-109.983.497,Basel,Basel-Stadt,6,"1,2","2,4","1,2","1,2","1,2","5,6","47.5477918,7.6064662",
185,Fondazione Synergia,CHE-179.132.062,Lugano,Ticino,5,"2,3,4",2,1,"1,2","2,3,4,5,6",,"46.0071229,8.9571187",
186,Singenberg-Stiftung,CHE-109.557.723,Basel,Basel-Stadt,5,2,2,"1,2",2,"1,2","4,5,6,8","47.5414161,7.6201628",
187,Fondation Segré,CHE-399.917.759,Zug,Zug,5,3,2,2,2,,7,"47.1653506,8.5140076",http://www.fondationsegre.org/
188,FHA-Stiftung Wirtschaft,CHE-109.338.032,Aarau,Aargau,2,2,1,"1,2","1,2","1,2,3","5,6,7","47.3886765,8.0493548",https://www.aihk.ch/dienstleistungen-fuer-die-unternehmen/externe-fachbereiche/fha-stiftungen-technik-wirtschaft/index.html
189,Stiftung für Wirtschaft und Gesellschaft,CHE-344.116.046,Heimberg,Bern,4,"1,4","1,4","1,2",2,"3,4,5,6","4,5,6,7,8","46.7982254,7.6033792",
190,Christoph Merian Stiftung,0,Basel,Basel-Stadt,3,"1,2,3,4",2,2,2,,"1,2,3,4,5,6,7","47.5545500,7.5955908",http://www.cms-basel.ch/de/aktuell.html
191,Walter Züttel Stiftung,CHE-113.191.157,Zug,Zug,5,"2,3","1,2","1,2",2,"1,2","1,2,3,4,5,6,7,8","47.1825985,8.5214234",
192,Albert Lück-Stiftung,CHE-110.380.816,Zürich,Zürich,1,2,2,"1,2",1,"1,2",5,"47.3828885,8.5422889",http://albert-lueck-stiftung.ch/
193,"Anke, Remo und Avy Schällibaum-Stiftung (ARAS)",CHE-416.304.382,Zürich,Zürich,5,"1,2,3,4","1,2,4",1,2,"1,2",,"47.3805078,8.5075289",
194,Pro Aqua - Pro Vita,CHE-109.613.758,Basel,Basel-Stadt,4,"1,2,3,4","1,2",1,2,"1,2,3,4,5,6",,"47.5641002,7.5995437",http://www.umweltpreis.ch/fr-CH/die-stiftung.aspx
195,Stiftung Seniorenuniversität,CHE-109.797.776,Bern,Bern,3,1,5,"1,2","1,2",1,"7,8","46.9503715,7.4381864",http://www.seniorenuni.unibe.ch/ueber_uns/
196,PG Impact Investments Foundation,CHE-292.626.332,Baar,Zug,5,"1,2,3,4",2,"1,2","1,2","3,4,5,6","2,3,4","47.1953729,8.5260870",
197,Fondation Sens de la Vie,CHE-280.372.573,Lausanne,Vaud,4,1,2,"1,2","1,2",1,5,"46.5142419,6.6258056",
198,de Clivo - Stiftung,CHE-113.940.858,Zürich,Zürich,5,"1,3","2,4",2,2,,"2,3,4,5,6","47.3560334,8.5541880",http://www.declivo.ch/
199,Ores Stiftung für die Erforschung der marinen Umwelt,CHE-110.398.182,Basel,Basel-Stadt,5,"1,3","1,4","1,2",2,1,8,"47.5478680,7.6059179",http://www.ores.ch/index.php/education/swiss-services/der-walkoffer
200,ABB Jürgen Dormann Foundation for Engineering Education,CHE-113.816.342,Baden,Aargau,5,1,4,2,1,,"5,6","47.4781989,8.3032502",http://new.abb.com/sustainability/foundation
201,INVENTUS BERN - Stiftung,CHE-110.408.544,Bern-Bümpliz,Bern,1,"1,2","2,4,5","1,2",1,"2,3,4,5,6",6,"46.9418526,7.3915477",http://www.inventus.ch
202,Fondation Raymond JACOT,CHE-439.948.573,Vernier,Genève,4,"1,2,3,4",2,"1,2",2,"1,2,3,4,5,6",8,"46.2189251,6.0875999",http://fondation-jacot.ch/
203,Stiftung zur Förderung der Freiheit von Mensch und Natur,CHE-336.638.294,Zug,Zug,5,"1,2,3","1,2,4","1,2",2,"1,2","2,3,4,5,6,7","47.1725320,8.5183458",
204,Jubiläumsstiftung der Basellandschaftlichen Kantonalbank,CHE-101.814.684,Liestal,Basel-Landschaft,3,1,"4,5","1,2","1,2","1,2","5,6","47.4858080,7.7318994",https://www.blkb.ch/die-blkb/unsere-engagements/stiftungen/jubilaeumsstiftung
205,"Schweiz. Stiftung für Forschung und Ausbildung ""Qualität"" SFAQ",CHE-110.385.009,Zollikofen,Bern,6,"1,2","2,4,5","1,2","1,2",2,"5,6","46.9932747,7.4569846",
206,Fondation E. et G. GELBERT,CHE-114.548.687,Genève,Genève,2,"1,2,3",2,"1,2","1,2",2,8,"46.2024709,6.1547259",http://www.fondation-gelbert.ch/v2/
207,Karl Herr-Stiftung,CHE-110.377.091,Aarau,Aargau,3,1,4,2,"1,2",,"5,6","47.3901319,8.0477786",
208,OPA - Objective Polyglot Apprenticeship,CHE-109.347.806,Zürich,Zürich,5,"1,2,3,4","1,2,4",2,"1,2",,"2,3,4,6,7","47.4175773,8.5574965",
209,Theo Nydegger Stiftung,CHE-115.308.602,Thun,Bern,5,"1,3","2,5",2,2,,"1,2,3,4,5,6,7,8","46.7642913,7.6117849",
210,Moritz Straus-Stiftung,CHE-110.408.975,Basel,Basel-Stadt,4,"1,2","2,4","1,2","1,2","1,2","5,6,7","47.5488957,7.5977381",
211,Fondazione Futuro Calanca,CHE-114.474.675,Landarenca,Graubünden,2,"1,2,3,4","2,4","1,2",2,"1,2,3,4,5,6",8,"46.3181564,9.1261451",
212,Kugler-Werdenberg-Stiftung,CHE-101.657.195,Basel,Basel-Stadt,1,3,2,1,2,1,,"47.5576654,7.5904037",
213,Jürg Weber-Stiftung,CHE-110.523.530,Burgdorf,Bern,1,2,2,1,2,2,,"47.0553206,7.6252106",
214,Stiftung Valladas Grischunas,CHE-171.558.003,Strada,Graubünden,2,"1,2,3,4",2,"1,2","1,2","2,3,4,5,6",8,"46.8626604,10.4352586",http://valladas-grischunas.ch/
215,Fondazione VEL per la sperimentazione e l'introduzione di veicoli efficienti leggeri nell'uso quotidiano,CHE-110.238.733,Mendrisio,Ticino,4,"1,2,3,4",2,"1,2","1,2","2,3,4,5,6",8,"45.8742138,8.9779075",
216,Stiftung Oekomedia,CHE-114.342.080,Basel,Basel-Stadt,6,"1,2,3,4",2,2,2,,8,"47.5516742,7.5908396",
217,"Stiftung Dr. J.E. Brandenberger, Erfinder des Cellophans, errichtet von seiner Tochter Irma Marthe Brandenberger",CHE-101.768.972,Zürich,Zürich,4,1,5,1,"1,2","1,2",,"47.3795790,8.5456637",http://www.stiftungbrandenberger.ch/index.php/de/
218,KPMG Foundation,CHE-113.961.613,Zürich,Zürich,5,3,"1,2",2,2,,"2,3,4,5,6,7","47.3753007,8.5201082",https://home.kpmg.com/ch/en/home/about/kpmg-foundation.html
219,Arc Jurassien Déchets (AJD),CHE-483.924.725,Tramelan,Neuchâtel,2,"1,2,3,4",2,"1,2",2,"1,2,3,4,5,6","7,8","47.2240877,7.0991046",http://www.fondation-ajd.ch/arc-jurassien-dechets
220,Stiftung Kausari,CHE-116.000.905,Solothurn,Solothurn,5,"1,2,3,4",2,"1,2",2,1,8,"47.2051690,7.5410335",http://samay-runa.com/kausari-stiftung/
221,Little Troll Foundation,CHE-113.287.018,Genève,Genève,5,"1,3","2,4",2,2,,8,"46.1968714,6.1457630",http://www.troll-foundation.ch/
222,One Nature Foundation,CHE-113.683.621,Vevey,Vaud,4,"1,2,3,4",2,2,2,,8,"46.4573709,6.8511913",http://www.onenaturefoundation.org/
223,Fondation Orchidée,CHE-110.413.249,Chêne-Bougeries,Genève,5,"1,2,3,4",3,"1,2",2,1,8,"46.1874613,6.1727747",http://www.orchidee.org/
224,Stiftung Accentus,CHE-109.640.867,Zürich,Zürich,5,"2,3",2,"1,2",2,"1,2",8,"47.3562474,8.5152645",https://www.accentus.ch/
225,Fondazione Montelaura,CHE-113.543.173,Roveredo,Graubünden,2,"1,2,3,4",1,2,2,,8,"46.2400000,9.1300000",http://www.coloniamontelaura.ch/upload_files/corso%20funghi.pdf
226,Stiftung Pro Bono,CHE-112.475.706,Luzern,Luzern,4,"1,2,3,4",2,"1,2","1,2","1,2",8,"47.0572897,8.3225935",
227,Stipendienfonds der Korporationsgemeinde Sursee,CHE-110.379.753,Sursee,Luzern,2,1,4,2,"1,2",,"4,5,6,7","47.1682607,8.1058790",
228,Fondation Hans Wilsdorf,CHE-101.796.922,Carouge,Genève,2,"1,2,3","2,4",2,2,,"1,2,3,4,5,6,7,8","46.1868060,6.1396679",http://www.agfa-ge.ch/wilsdorf.php
229,The Tamari Foundation,CHE-152.261.519,Genève,Genève,5,"2,3",2,2,2,,8,"46.2058393,6.1422816",http://tamarifoundation.ch/
230,Fondation Claude Guignard,CHE-244.056.254,Vandoeuvres,Genève,4,3,1,"1,2","1,2",1,8,"46.2129808,6.2089990",
231,Fondation Givaudan,CHE-258.427.291,Vernier,Genève,5,3,2,2,2,,8,"46.2065629,6.0785769",http://www.givaudan-foundation.org/?language=fr
232,St. Galler Stiftung zur Förderung studentischer Aktivitäten,CHE-114.536.939,Rorschach,St. Gallen,3,3,1,2,"1,2",,"5,6","47.4730557,9.5035820",
233,Michael Kohn - Stiftung,CHE-112.047.434,Zürich,Zürich,1,2,1,1,1,"2,3,4,5,6",,"47.4017241,8.4951432",https://www.ethz-foundation.ch/dr-michael-kohn-fordert-quantentechnologie/
234,Fondazione paesaggio Mont Grand a Soazza,CHE-114.544.471,Soazza,Graubünden,2,"1,3",3,"1,2",2,"1,2",8,"46.3447952,9.2452698",http://www.fondazionemontgrand.ch/index.php?__id=96&rt=Page&act=readpage&pid=5
235,stiftung fhnw,CHE-115.755.622,Windisch,Aargau,2,2,2,"1,2",2,"2,3,4,5,6","6,7","47.4817211,8.2113634",http://www.stiftungfhnw.ch/stiftung-fhnw/index.php
236,DGFI Stiftung,CHE-151.889.419,Zürich,Zürich,5,"1,2,3,4","1,4","1,2","1,2","1,2","1,2,3,4,5,6,7,8","47.3861258,8.5172354",
237,Stiftung zur Förderung des Naturhistorischen Museums,CHE-110.163.348,Basel,Basel-Stadt,1,3,"1,2",1,2,1,,"47.5576654,7.5904037",
238,Hans Vontobel Stiftung zur Förderung des Gemeinwohls,CHE-112.148.182,Zürich,Zürich,4,3,1,1,2,2,,"47.3649922,8.5347557",https://www.vontobel-stiftung.ch/DE/Home
239,Finergence Fondation pour le financement initial d'entreprises novatrices,CHE-110.066.952,Neuchâtel,Neuchâtel,3,4,2,1,"1,2","2,3,4,5,6",,"47.0796880,6.7958459",http://www.finergence.ch/
240,"Fondation pour le concours ""Environnement + Jeunesse""",CHE-110.397.751,Lausanne,Vaud,2,"1,2",5,2,2,,"2,3,4","46.5411564,6.6312878",http://www.environnementjeunesse.ch/index.htm
241,Pfyl Stiftung,CHE-402.275.722,Zürich,Zürich,4,"2,3,4",2,"1,2","1,2","1,2","4,5,6,7","47.3872678,8.5348697",
242,Thurgauische Stiftung für Wissenschaft und Forschung,CHE-109.586.311,Frauenfeld,Thurgau,3,"1,2","1,2,3,4","1,2","1,2",2,5,"47.5569034,8.8970753",https://amh.tg.ch/wissenschaft/thurgauische-stiftung-fuer-wissenschaft-und-forschung.html/3631
243,Dr. Bernhard Stüdeli Stiftung,CHE-475.798.677,Pfäffikon SZ,Schwyz,2,3,1,1,"1,2","1,2,3,4,5,6",,"47.1972903,8.7649705",
244,Foundation Zürich Park Side,CHE-403.517.069,Horgen,Zürich,2,"1,2,3,4",2,"1,2","1,2","1,2,3,4,5,6","1,2,3,4,5,6,7","47.2609075,8.5977944",http://www.zurichparkside.org/
245,Stiftung re-connected,CHE-111.691.638,Oberägeri,Zug,2,"1,2","2,4",2,"1,2",,"4,5,6,7","47.1376038,8.6172422",
246,Dr. h. c. Karl Nicklaus Stiftung,CHE-162.992.346,Zug,Zug,4,"1,2,3,4",2,"1,2","1,2","2,3,4,5,6","4,5,6","47.1740656,8.5055023",
247,Anna Maria und Karl Kramer-Stiftung,CHE-101.014.703,Zürich,Zürich,2,3,1,"1,2",2,"1,2",8,"47.3877193,8.5398614",http://www.kramer-stiftung.ch/
248,Fondazione Leonardo,CHE-110.233.500,Lugano,Ticino,2,1,4,"1,2","1,2","1,2,3",5,"46.0031391,8.9496231",
249,Curt Rommel-Stiftung,CHE-109.668.759,Bern,Bern,2,1,4,2,"1,2",,5,"46.9499653,7.4355493",
250,Fondation Indosuez (Suisse),CHE-494.734.117,Genève,Genève,5,3,"1,2,3","1,2",2,1,8,"46.2044810,6.1471759",https://www.ca-indosuez.com/switzerland/en/indosuez-in-switzerland/csr-our-foundation
251,Fondation ARPE,CHE-114.692.752,Zürich,Zürich,5,"1,3","1,4,5","1,2",2,2,"4,5,6","47.3659875,8.5355839",http://www.fondationarpe.com/en/home/
252,Paul Niggli-Stiftung,CHE-110.379.629,Zürich,Zürich,4,1,"4,5","1,2","1,2","1,2",5,"47.3783717,8.5463523",
253,Innovationsstiftung der Schwyzer Kantonalbank,CHE-113.181.704,Schwyz,Schwyz,3,4,"1,2",1,"1,2","3,4,5,6",,"47.0208159,8.6511419",https://www.szkb.ch/pub/firmenkunden/firmengruendung/finanzieren/innovationsstiftung
254,Fondation UNEDU.H,CHE-429.120.348,Lausanne,Vaud,5,"1,2,3,4",2,"1,2","1,2",1,8,"46.5161709,6.6283198",http://www.fondation-unedu-h.org/
255,Fondation Petunia,CHE-436.741.082,Genève,Genève,5,3,1,"1,2",2,1,8,"46.2038339,6.1559117",http://www.thepetuniafoundation.net/
256,Stiftung sahee,CHE-112.759.167,Zürich,Zürich,5,3,2,2,2,,"2,3","47.3588427,8.5897557",http://sahee.org/pages/portrait.php?lg=de
257,Zuger Stiftung für Wirtschaft und Wissenschaft,CHE-115.873.262,Baar,Zug,4,1,5,1,1,"1,2",,"47.1953556,8.5243632",https://www.werz.hsr.ch/index.php?id=10016
258,Löwenspur Stiftung,CHE-320.997.184,Arbon,Thurgau,5,"1,2,3,4","1,2,4",2,"1,2",,"1,2,3,4,5,6,7,8","47.5178811,9.4366078",
259,Fondation Sinopec-Addax Petroleum (Sinopec-Addax Petroleum Foundation),CHE-202.856.935,Chêne-Bougeries,Genève,4,3,2,2,2,,8,"46.1945419,6.1716512",https://www.sinopecaddaxpetroleumfoundation.org/
260,Arthur und Frieda Thurnheer-Jenni Stiftung,CHE-110.200.067,Zürich,Zürich,4,"1,2,3,4",2,"1,2",2,"1,2",8,"47.3576071,8.5267012",
261,Fondazione Tralcio,CHE-114.558.243,Lugano,Ticino,5,"3,4",2,1,"1,2",1,,"46.0075564,8.9542299",
262,Werner Dessauer Stiftung,CHE-113.310.025,Zollikon,Zürich,4,"2,3","1,2",2,2,,"2,3,4,5,6,8","47.3333217,8.5787222",
263,Swiss Finance Institute Stiftung,CHE-112.486.472,Zürich,Zürich,4,2,"1,2","1,2","1,2","1,2","5,6","47.3798842,8.5422797",
264,Fondazione Realizza-ti,CHE-116.067.223,Gordola,Ticino,3,"1,4","1,2",1,"1,2","2,3,4,5,6",,"46.1810325,8.8604729",
265,Fundaziun VnÃ,CHE-111.993.921,Vnà,Graubünden,1,"1,2,3,4","1,2",2,2,,8,"46.8422838,10.3642523",http://www.fundaziunvna.ch/index.php?id=37
266,Stiftung Bredroli,CHE-111.723.675,Zürich,Zürich,5,"1,2,3","2,4",2,"1,2",,"1,2,3,4,5,6,7","47.3561744,8.5573416",
267,Stiftung Pro-Vida,CHE-115.174.997,Luzern,Luzern,5,3,"2,3",2,2,,"2,3,4,5,6,7","47.0474185,8.3081358",
268,Volkart Stiftung,CHE-100.707.778,Winterthur,Zürich,5,3,2,1,2,"1,2,3,4,5,6",,"47.5004345,8.7253166",http://www.volkart.ch/
269,Quanterra : centre international sur les dangers naturels et les risques en milieu montagneux et l'impact causé par les changements climatiques,CHE-110.170.408,Lausanne,Vaud,5,2,2,"1,2",2,"1,2,3,4,5,6",7,"46.5204790,6.6132029",https://quanterra.ch/
270,Stiftung ENTER,CHE-116.057.880,Solothurn,Solothurn,4,"2,3","1,2","1,2","1,2","1,2,3,4,5,6",8,"47.2149779,7.5325621",http://www.enter-online.ch/index.php?id=zweck-enter
271,Gebauer Stiftung,CHE-111.741.319,Zürich,Zürich,5,"1,3","1,4","1,2","1,2",2,"4,5,6,7","47.3639594,8.5473251",http://www.gebauerstiftung.ch/
272,LUMA & cetera Stiftung,CHE-327.208.351,Gstaad,Bern,5,"1,2,3,4","2,4",2,2,,"1,2,3,4,5,6,7,8","46.5119370,7.3025210",
273,STIFTUNG EFG INTERNATIONAL,CHE-114.270.960,Zürich,Zürich,5,"1,2,3,4","1,2,3,5","1,2","1,2","1,2","1,2,3,4,5,6,7,8","47.3688600,8.5375149",
274,Veryta Foundation,CHE-112.980.476,Lugano,Ticino,5,"1,2,3","1,2,3,4","1,2","1,2","1,2,3,4,5,6","2,3,4,5,6","46.0083876,8.9610255",
275,NOMIS STIFTUNG,CHE-114.571.580,Zürich,Zürich,5,"2,3",2,"1,2","1,2",1,8,"47.3673193,8.5376496",
276,Swiss Re Foundation,CHE-481.251.275,Zürich,Zürich,5,"2,3","2,5",1,2,"2,3,4,5,6",,"47.3598056,8.5348743",http://www.swissrefoundation.org/
277,Centre de formation du secteur de la construction (CEFOSC),CHE-110.545.276,Eschert,Bern,4,1,"1,4",2,1,,"4,6","47.2789815,7.3947483",
278,DodoBahati Stiftung für den Schutz der letzten Wildtiere,CHE-318.154.495,Au ZH,Zürich,5,1,4,2,2,,"2,3,7","47.2405898,8.6465673",http://www.dodobahati.ch/de/impressum
279,PRO-NATURA INTERNATIONAL FOUNDATION FOR SUSTAINABLE DEVELOPMENT,CHE-112.015.339,Genève,Genève,5,"1,2,3,4",2,2,"1,2",,8,"46.2072472,6.1467603",https://www.pronatura.org/
280,Swiss Support for Children,CHE-425.067.933,Kreuzlingen,Thurgau,5,"1,2,3","1,2,3,4",2,"1,2",,"2,3,4","47.6547305,9.1731315",http://ssfc.ch/
281,Stiftung Polybau,CHE-109.678.769,Uzwil,St. Gallen,4,2,2,2,1,,6,"47.4364579,9.1342334",http://www.polybau.ch/index.cfm/de/verein_polybau/
282,Sonjan Stiftung,CHE-110.348.327,Gipf-Oberfrick,Aargau,2,"1,2,3",2,"1,2",2,"1,2",5,"47.4996328,7.9745219",
283,Stiftung zur Förderung der Denkmalpflege,CHE-104.354.696,Zürich,Zürich,4,"2,3",2,"1,2","1,2",2,"5,6,7","47.3894754,8.5457897",http://www.stiftung-denkmalpflege.ch/
284,Whale Foundation,CHE-115.303.929,Zürich,Zürich,6,"1,2,3,4","1,2,4","1,2","1,2","1,2","4,5,6","47.3662833,8.5471952",
285,Peter Bockhoff Stiftung,CHE-456.934.566,Zürich,Zürich,4,"1,2,3,4","1,2",2,1,,8,"47.3805078,8.5075289",
286,Fondation Agassiz,CHE-101.647.392,Lausanne,Vaud,3,1,4,2,2,,5,"46.5210895,6.5801606",https://www.unil.ch/agassiz/home.html
287,FONDATION PRINCE ALBERT II DE MONACO - SUISSE,CHE-114.392.385,Genève,Genève,5,"1,2,3,4",5,"1,2","1,2","1,2,3,4",8,"46.2056433,6.1363672",http://www.fpa2.org/
288,Johannes Waldburger-Stiftung,CHE-104.146.100,Herisau,Appenzell Ausserrhoden,2,,"1,2",2,2,,8,"47.3903308,9.2773386",http://www.johanneswaldburger.ch
289,Fondazione Uomo Natura,CHE-107.713.248,Lugano,Ticino,5,"1,2,3,4",2,2,2,,8,"46.0169853,8.9558872",
290,International Golf and Life Foundation,CHE-114.751.774,St-Sulpice VD,Vaud,5,4,"1,2",2,2,,8,"46.5102829,6.5570161",
291,NOVAGENESIS FOUNDATION,CHE-462.978.098,Weggis,Luzern,4,"1,2,3,4",2,"1,2",2,"1,2,3,4,5,6",8,"47.0273824,8.4578554",http://novagenesisfoundation.org/
292,Kathrin Schweizer-Stiftung,CHE-417.570.779,Hedingen,Zürich,4,"1,2","2,4",2,2,,"4,5,6,7","47.3003168,8.4454266",
293,Stiftung M.A. Center Switzerland,CHE-115.082.645,Flaach,Zürich,5,"1,2,3","2,4",2,2,,"2,3,4,8","47.5749750,8.5813080",http://www.ziegelhuette.ch/
294,Gust und Lyn Guhl-Stiftung,CHE-104.047.231,Schöfflisdorf,Zürich,1,"1,3","2,4","1,2",2,"1,2","4,5,6,7","47.5055629,8.4171978",
295,EHW-Stiftung,CHE-301.477.814,Köniz,Bern,5,"1,2,3","1,2,4","1,2","1,2","1,2","1,2,3,4,8","46.9248060,7.4119597",
296,Afrikanische Innovations Stiftung,CHE-115.171.467,Zürich,Zürich,5,1,5,1,"1,2","3,4,5,6",,"47.3880637,8.5182402",http://africaninnovation.org/
297,Drosos Stiftung,CHE-110.295.010,Zürich,Zürich,5,3,2,2,2,,"4,7","47.3828885,8.5422889",https://drosos.org/
298,Stiftung Spitzenflühli,CHE-112.182.492,Basel,Basel-Stadt,4,"1,2,3,4",2,"1,2",2,1,8,"47.5594817,7.5880840",http://spitzenfluehli.ch/
299,Fondation suisse pour la promotion des échanges et de la mobilité (FPEM),CHE-475.676.330,Bern,Bern,5,"1,2,3",2,2,1,,"2,3,4,5,6,7","46.9375268,7.4465649",http://www.fpem-ch.ch
300,Stiftung Freie Gemeinschaftsbank,CHE-109.338.115,Basel,Basel-Stadt,5,"1,2,3,4",2,"1,2","1,2",1,8,"47.5565738,7.5883694",https://www.gemeinschaftsbank.ch/stiftung/stiftung
301,"Fundaziun Chapella, Center per furmaziun e perscrutaziun, S-chanf",CHE-114.412.473,Cinuos-chel,Graubünden,2,"2,3,4",2,"1,2",2,"1,2","1,2,3,4,5,6,7,8","46.6324942,10.0141668",
302,Johann Wolfgang von Goethe-Stiftung,CHE-104.051.505,Basel,Basel-Stadt,5,1,"1,2,4",2,2,,8,"47.5509103,7.6074183",http://www.goethestiftungbasel.ch/
303,STMicroelectronics Foundation,CHE-109.576.086,Genève,Genève,5,"2,3",1,"1,2","1,2","1,2,3,4,5,6",8,"46.2028384,6.1547776",http://www.stfoundation.org
304,Solaqua Stiftung,CHE-109.338.121,St. Gallen,St. Gallen,5,"1,2,3,4",2,2,2,,8,"47.4264832,9.3777914",http://www.solaqua.ch/en
305,W.A. de Vigier Stiftung,CHE-110.145.698,Solothurn,Solothurn,4,"1,4",5,2,"1,2",,8,"47.2127247,7.5339087",http://www.devigier.ch/fr-FR/Home
306,Fondation Ashoka Suisse (Ashoka Switzerland Foundation),CHE-114.842.017,Genève,Genève,5,1,4,"1,2",2,"2,3,4,5,6",8,"46.1997408,6.1681874",https://www.ashoka.org
307,Parrotia-Stiftung,CHE-109.992.792,Zürich,Zürich,2,"1,2","1,4",1,"1,2","1,2",,"47.3673104,8.5336252",
308,Water for Life Foundation,CHE-208.011.899,Basel,Basel-Stadt,5,3,"2,5",2,2,,8,"47.5479113,7.5941087",http://www.waterforlife.ch/
